fik	Lower Level   Conf., Term, J			Upper Level   Conf., Term, J		
7.35E-03	1s8f	3F	3	1s9d	3D	3
8.66E-02	1s8f	3F	4	1s9d	3D	3
1.35E-02	1s8f	3F	2	1s9d	3D	2
3.85E-04	1s8f	3F	2	1s9d	3D	3
1.75E-02	1s8f	1F	3	1s9d	3D	2
						
2.27E-03	1s8f	1F	3	1s9d	3D	3
7.84E-01	1s8p	1P	1	1s9d	1D	2
5.96E-05	1s8p	1P	1	1s9d	3D	2
1.14E-01	1s8d	3D	1	1s9p	3P	0
1.54E-01	1s8d	3D	2	1s9p	3P	1
						
2.06E-01	1s8d	3D	3	1s9p	3P	2
5.15E-02	1s8d	3D	2	1s9p	3P	2
8.58E-02	1s8d	3D	1	1s9p	3P	1
5.72E-03	1s8d	3D	1	1s9p	3P	2
1.20E-05	1s8d	1D	2	1s9p	3P	1
						
4.50E-03	1s9s	3S	1	1s10p	3P	0
1.35E-02	1s9s	3S	1	1s10p	3P	1
2.25E-02	1s9s	3S	1	1s10p	3P	2
3.89E-01	1s8p	1P	1	1s9s	1S	0
1.91E-01	1s9s	1S	0	1s10p	1P	1
						
5.38E-01	1s8p	3P	2	1s9s	3S	1
5.38E-01	1s8p	3P	1	1s9s	3S	1
5.38E-01	1s8p	3P	0	1s9s	3S	1
1.08E+00	1s5s	1S	0	1s5p	1P	1
4.79E-03	1s9p	3P	2	1s10d	3D	1
						
1.20E-01	1s9p	3P	1	1s10d	3D	1
7.18E-02	1s9p	3P	2	1s10d	3D	2
4.02E-01	1s9p	3P	2	1s10d	3D	3
3.59E-01	1s9p	3P	1	1s10d	3D	2
4.79E-01	1s9p	3P	0	1s10d	3D	1
						
1.25E-01	1s9d	1D	2	1s10p	1P	1
1.52E-02	1s9d	3D	3	1s10f	1F	3
1.65E-01	1s9d	3D	2	1s10f	1F	3
1.97E-03	1s9d	3D	3	1s10f	3F	2
9.64E-02	1s9d	3D	2	1s10f	3F	2
						
7.97E-01	1s9d	3D	3	1s10f	3F	4
5.36E-02	1s9d	3D	3	1s10f	3F	3
6.07E-01	1s9d	3D	2	1s10f	3F	3
8.68E-01	1s9d	3D	1	1s10f	3F	2
6.84E-01	1s9d	1D	2	1s10f	1F	3
						
1.87E-01	1s9d	1D	2	1s10f	3F	3
6.42E-02	1s9f	3F	3	1s10g	1G	4
5.14E-02	1s9f	3F	3	1s10g	3G	3
2.48E-02	1s9f	3F	4	1s10g	1G	4
8.21E-04	1s9f	3F	4	1s10g	3G	3
						
9.48E-01	1s9f	3F	3	1s10g	3G	4
1.01E+00	1s9f	3F	4	1s10g	3G	5
2.69E-02	1s9f	3F	4	1s10g	3G	4
1.06E+00	1s9f	3F	2	1s10g	3G	3
9.68E-01	1s9f	1F	3	1s10g	1G	4
						
1.51E-02	1s9f	1F	3	1s10g	3G	3
8.10E-02	1s9f	1F	3	1s10g	3G	4
3.62E-05	1s9g	3G	4	1s10h	1H	5
2.72E-02	1s9g	3G	4	1s10h	3H	4
2.08E-02	1s9g	3G	5	1s10h	1H	5
						
1.28E+00	1s9g	3G	4	1s10h	3H	5
4.32E-04	1s9g	3G	5	1s10h	3H	4
1.26E+00	1s9g	3G	5	1s10h	3H	6
2.21E-02	1s9g	3G	5	1s10h	3H	5
1.31E+00	1s9g	3G	3	1s10h	3H	4
						
1.28E+00	1s9g	1G	4	1s10h	1H	5
2.51E-02	1s9g	1G	4	1s10h	3H	4
2.92E-04	1s9g	1G	4	1s10h	3H	5
3.48E-05	1s9h	3H	5	1s10i	1I	6
2.31E-02	1s9h	3H	5	1s10i	3I	5
						
1.85E-02	1s9h	3H	6	1s10i	1I	6
1.59E+00	1s9h	3H	5	1s10i	3I	6
2.65E-04	1s9h	3H	6	1s10i	3I	5
1.57E+00	1s9h	3H	6	1s10i	3I	7
1.61E+00	1s9h	3H	4	1s10i	3I	5
						
1.94E-02	1s9h	3H	6	1s10i	3I	6
1.59E+00	1s9h	1H	5	1s10i	1I	6
1.19E-04	1s9h	1H	5	1s10i	3I	5
2.57E-02	1s9h	1H	5	1s10i	3I	6
1.41E-04	1s9k	3K	7	1s10i	3I	7
						
1.55E-04	1s9k	3K	6	1s10i	1I	6
1.34E-02	1s9k	3K	7	1s10i	3I	6
1.35E-02	1s9k	3K	8	1s10i	3I	7
1.32E-02	1s9k	3K	6	1s10i	3I	5
1.34E-02	1s9k	1K	7	1s10i	1I	6
						
1.63E-06	1s9k	3K	6	1s10i	3I	7
1.35E-04	1s9k	1K	7	1s10i	3I	7
1.63E-04	1s9k	3K	6	1s10i	3I	6
4.00E-04	1s9i	3I	6	1s10h	3H	6
4.47E-04	1s9i	3I	5	1s10h	1H	5
						
2.72E-02	1s9i	3I	5	1s10h	3H	4
2.77E-02	1s9i	1I	6	1s10h	1H	5
2.81E-02	1s9i	3I	7	1s10h	3H	6
2.77E-02	1s9i	3I	6	1s10h	3H	5
6.45E-06	1s9i	3I	5	1s10h	3H	6
						
3.80E-04	1s9i	1I	6	1s10h	3H	6
4.75E-04	1s9i	3I	5	1s10h	3H	5
1.00E-03	1s9h	3H	5	1s10g	3G	5
1.14E-03	1s9h	3H	4	1s10g	1G	4
4.77E-02	1s9h	1H	5	1s10g	1G	4
						
4.62E-02	1s9h	3H	4	1s10g	3G	3
4.86E-02	1s9h	3H	6	1s10g	3G	5
4.76E-02	1s9h	3H	5	1s10g	3G	4
2.40E-05	1s9h	3H	4	1s10g	3G	5
9.43E-04	1s9h	1H	5	1s10g	3G	5
						
1.24E-03	1s9h	3H	4	1s10g	3G	4
6.05E-03	1s9g	3G	4	1s10f	1F	3
1.35E-03	1s9g	3G	3	1s10f	1F	3
6.86E-02	1s9g	1G	4	1s10f	1F	3
2.46E-03	1s9g	3G	4	1s10f	3F	4
						
6.72E-02	1s9g	3G	4	1s10f	3F	3
6.95E-02	1s9g	3G	3	1s10f	3F	2
7.57E-02	1s9g	3G	5	1s10f	3F	4
9.65E-05	1s9g	3G	3	1s10f	3F	4
2.27E-03	1s9g	1G	4	1s10f	3F	4
						
4.74E-03	1s9g	3G	3	1s10f	3F	3
4.83E-03	1s9g	1G	4	1s10f	3F	3
2.43E-02	1s9f	3F	3	1s10d	1D	2
8.58E-02	1s9f	1F	3	1s10d	1D	2
9.32E-02	1s9f	3F	2	1s10d	3D	1
						
7.70E-02	1s9f	3F	3	1s10d	3D	2
9.52E-03	1s9f	3F	3	1s10d	3D	3
1.11E-01	1s9f	3F	4	1s10d	3D	3
1.73E-02	1s9f	3F	2	1s10d	3D	2
4.93E-04	1s9f	3F	2	1s10d	3D	3
						
2.17E-02	1s9f	1F	3	1s10d	3D	2
2.80E-03	1s9f	1F	3	1s10d	3D	3
2.05E-01	1s6s	3S	1	1s6p	3P	0
6.14E-01	1s6s	3S	1	1s6p	3P	1
1.02E+00	1s6s	3S	1	1s6p	3P	2
						
8.29E-01	1s9p	1P	1	1s10d	1D	2
6.17E-05	1s9p	1P	1	1s10d	3D	2
1.37E-01	1s9d	3D	1	1s10p	3P	0
1.85E-01	1s9d	3D	2	1s10p	3P	1
2.47E-01	1s9d	3D	3	1s10p	3P	2
						
6.18E-02	1s9d	3D	2	1s10p	3P	2
1.03E-01	1s9d	3D	1	1s10p	3P	1
6.87E-03	1s9d	3D	1	1s10p	3P	2
2.01E-03	1s4p	3P	2	1s4d	3D	1
5.02E-02	1s4p	3P	1	1s4d	3D	1
						
3.01E-02	1s4p	3P	2	1s4d	3D	2
1.69E-01	1s4p	3P	2	1s4d	3D	3
1.50E-01	1s4p	3P	1	1s4d	3D	2
2.01E-01	1s4p	3P	0	1s4d	3D	1
4.47E-01	1s9p	1P	1	1s10s	1S	0
						
5.71E-08	1s7s	3S	1	1s7p	1P	1
1.23E-01	1s9p	3P	2	1s10s	3S	1
6.17E-01	1s9p	3P	1	1s10s	3S	1
3.09E+00	1s9p	3P	0	1s10s	3S	1
1.31E+00	1s6s	1S	0	1s6p	1P	1
						
2.39E-01	1s7s	3S	1	1s7p	3P	0
7.17E-01	1s7s	3S	1	1s7p	3P	1
1.20E+00	1s7s	3S	1	1s7p	3P	2
2.80E-03	1s5p	3P	2	1s5d	3D	1
6.99E-02	1s5p	3P	1	1s5d	3D	1
						
4.19E-02	1s5p	3P	2	1s5d	3D	2
2.35E-01	1s5p	3P	2	1s5d	3D	3
2.10E-01	1s5p	3P	1	1s5d	3D	2
2.80E-01	1s5p	3P	0	1s5d	3D	1
3.08E-06	1s3d	3D	2	1s3p	1P	1
						
3.66E-10	1s3d	3D	1	1s3p	1P	1
2.73E-01	1s8s	3S	1	1s8p	3P	0
8.20E-01	1s8s	3S	1	1s8p	3P	1
1.37E+00	1s8s	3S	1	1s8p	3P	2
1.26E-02	1s3d	1D	2	1s3p	1P	1
						
1.53E+00	1s7s	1S	0	1s7p	1P	1
3.07E-01	1s9s	3S	1	1s9p	3P	0
9.22E-01	1s9s	3S	1	1s9p	3P	1
1.54E+00	1s9s	3S	1	1s9p	3P	2
3.54E-03	1s6p	3P	2	1s6d	3D	1
						
8.84E-02	1s6p	3P	1	1s6d	3D	1
5.31E-02	1s6p	3P	2	1s6d	3D	2
2.97E-01	1s6p	3P	2	1s6d	3D	3
2.65E-01	1s6p	3P	1	1s6d	3D	2
3.54E-01	1s6p	3P	0	1s6d	3D	1
						
1.74E+00	1s8s	1S	0	1s8p	1P	1
3.41E-01	1s10s	3S	1	1s10p	3P	0
1.02E+00	1s10s	3S	1	1s10p	3P	1
1.71E+00	1s10s	3S	1	1s10p	3P	2
4.45E-08	1s7s	1S	0	1s7p	3P	1
						
3.12E-06	1s4d	3D	2	1s4p	1P	1
6.61E-10	1s4d	3D	1	1s4p	1P	1
1.96E+00	1s9s	1S	0	1s9p	1P	1
2.39E-02	1s4d	1D	2	1s4p	1P	1
4.25E-03	1s7p	3P	2	1s7d	3D	1
						
1.06E-01	1s7p	3P	1	1s7d	3D	1
6.38E-02	1s7p	3P	2	1s7d	3D	2
3.57E-01	1s7p	3P	2	1s7d	3D	3
3.19E-01	1s7p	3P	1	1s7d	3D	2
4.26E-01	1s7p	3P	0	1s7d	3D	1
						
2.18E+00	1s10s	1S	0	1s10p	1P	1
4.95E-03	1s8p	3P	2	1s8d	3D	1
1.24E-01	1s8p	3P	1	1s8d	3D	1
7.42E-02	1s8p	3P	2	1s8d	3D	2
4.16E-01	1s8p	3P	2	1s8d	3D	3
						
3.71E-01	1s8p	3P	1	1s8d	3D	2
4.95E-01	1s8p	3P	0	1s8d	3D	1
3.51E-06	1s5d	3D	2	1s5p	1P	1
9.25E-10	1s5d	3D	1	1s5p	1P	1
3.42E-02	1s5d	1D	2	1s5p	1P	1
						
5.63E-03	1s9p	3P	2	1s9d	3D	1
1.41E-01	1s9p	3P	1	1s9d	3D	1
8.45E-02	1s9p	3P	2	1s9d	3D	2
4.73E-01	1s9p	3P	2	1s9d	3D	3
4.23E-01	1s9p	3P	1	1s9d	3D	2
						
5.64E-01	1s9p	3P	0	1s9d	3D	1
4.00E-06	1s6d	3D	2	1s6p	1P	1
1.17E-09	1s6d	3D	1	1s6p	1P	1
6.31E-03	1s10p	3P	2	1s10d	3D	1
1.58E-01	1s10p	3P	1	1s10d	3D	1
						
9.47E-02	1s10p	3P	2	1s10d	3D	2
5.30E-01	1s10p	3P	2	1s10d	3D	3
4.73E-01	1s10p	3P	1	1s10d	3D	2
6.32E-01	1s10p	3P	0	1s10d	3D	1
4.39E-02	1s6d	1D	2	1s6p	1P	1
						
7.71E-06	1s4d	3D	3	1s4f	3F	2
3.78E-04	1s4d	3D	2	1s4f	3F	2
3.12E-03	1s4d	3D	3	1s4f	3F	4
1.71E-04	1s4d	3D	3	1s4f	3F	3
1.95E-03	1s4d	3D	2	1s4f	3F	3
						
3.40E-03	1s4d	3D	1	1s4f	3F	2
1.61E-03	1s4d	1D	2	1s4f	1F	3
7.15E-02	1s9d	1D	2	1s9p	1P	1
8.05E-02	1s10d	1D	2	1s10p	1P	1
